Date,Store,Customers,Promo,Weather,Day_Type,Sales
2023-02-26,C,669.0,0,,holiday,15734.94
2023-04-03,C,769.0,0,,holiday,16467.31
2023-01-19,B,175.0,1,snowy,,3371.24
2023-05-08,C,118.0,1,,holiday,4445.71
2023-04-07,B,483.0,,,weekday,8454.84
2023-05-11,,289.0,1,snowy,holiday,7336.42
2023-06-19,B,861.0,0,rainy,holiday,17233.08
2023-01-21,A,459.0,1,sunny,weekday,12565.87
2023-02-09,B,974.0,1,rainy,weekday,22551.62
2023-03-08,C,985.0,1,rainy,,23428.62
2023-06-02,B,551.0,0,rainy,weekday,8197.47
2023-05-07,B,178.0,0,sunny,holiday,3917.99
2023-02-24,B,695.0,1,rainy,weekend,17155.35
2023-06-29,C,271.0,0,,weekday,5491.58
2023-06-21,B,311.0,0,sunny,weekday,7521.94
2023-04-19,C,985.0,0,,holiday,22327.97
2023-04-08,B,544.0,,sunny,,11275.64
2023-04-22,A,248.0,0,,weekend,4432.35
2023-04-25,B,109.0,1,rainy,weekday,4618.95
2023-04-27,A,641.0,1,rainy,holiday,14825.08
2023-03-28,C,891.0,1,rainy,weekday,20024.67
2023-03-22,C,154.0,1,,weekday,3085.48
2023-03-07,B,971.0,0,,weekend,20590.64
2023-01-19,C,738.0,0,snowy,weekday,13323.14
2023-05-15,B,279.0,0,,weekend,5066.83
2023-04-28,C,843.0,1,sunny,holiday,23376.28
2023-02-11,A,480.0,,rainy,weekday,10220.28
2023-02-11,C,521.0,,sunny,,10475.65
2023-02-28,A,550.0,1,snowy,holiday,12365.91
2023-01-20,B,192.0,,snowy,holiday,3698.72
2023-03-14,B,619.0,,,,11562.31
2023-01-17,B,512.0,1,rainy,,10831.97
2023-01-27,A,858.0,0,sunny,weekday,17198.7
2023-06-24,B,493.0,1,snowy,weekend,10792.26
2023-01-02,B,430.0,,snowy,holiday,8186.5
2023-03-04,A,807.0,1,sunny,weekday,20597.27
2023-03-03,C,532.0,1,snowy,weekday,12258.66
2023-04-10,B,262.0,0,sunny,holiday,7089.48
2023-01-19,C,139.0,0,rainy,weekend,1056.66
2023-01-17,C,865.0,0,,,17095.55
2023-03-10,B,184.0,0,sunny,holiday,5161.11
2023-06-16,B,883.0,,rainy,weekend,15940.56
2023-04-27,A,689.0,0,sunny,,13609.32
2023-03-22,A,,1,snowy,weekday,18720.63
2023-02-08,B,915.0,0,rainy,holiday,17977.5
2023-02-05,C,866.0,0,sunny,holiday,18308.39
2023-06-17,A,190.0,0,rainy,weekend,2604.2
2023-06-22,A,583.0,,sunny,weekday,11938.97
2023-05-12,B,484.0,1,sunny,weekday,9600.36
2023-06-02,B,292.0,1,rainy,weekend,6518.29
2023-06-07,B,352.0,,rainy,holiday,6604.64
2023-01-29,B,889.0,,rainy,holiday,19528.55
2023-02-20,A,754.0,1,snowy,holiday,17115.2
2023-06-01,A,343.0,0,,weekday,8156.52
2023-01-14,A,823.0,0,sunny,weekday,17207.18
2023-03-10,C,806.0,0,sunny,weekday,17165.08
2023-05-26,A,369.0,0,rainy,holiday,7266.03
2023-06-19,A,940.0,0,sunny,weekday,18380.1
2023-02-26,B,118.0,0,,holiday,1730.38
2023-01-12,A,139.0,1,,holiday,4461.29
2023-01-17,A,709.0,1,sunny,weekend,18242.03
2023-01-30,A,615.0,0,sunny,weekday,11492.42
2023-03-29,B,132.0,1,rainy,holiday,3078.44
2023-04-09,A,910.0,1,,,
2023-01-23,A,776.0,0,sunny,,14256.55
2023-05-09,C,549.0,1,,holiday,14051.14
2023-03-20,C,638.0,0,sunny,weekend,14815.41
2023-02-01,C,784.0,0,snowy,holiday,14625.45
2023-01-09,C,948.0,1,,,25147.49
2023-01-15,B,724.0,0,snowy,weekday,12557.56
2023-06-05,C,984.0,0,rainy,weekend,18278.55
2023-06-01,A,991.0,1,,holiday,28759.83
2023-06-12,C,706.0,,sunny,,15865.28
2023-01-27,B,418.0,1,sunny,weekday,9869.22
2023-04-19,C,844.0,1,snowy,,19973.45
2023-03-17,C,745.0,1,,weekend,19664.51
2023-05-28,B,223.0,1,,weekday,5732.73
2023-03-06,B,471.0,0,,holiday,10707.22
2023-06-26,B,450.0,,rainy,weekday,8569.19
2023-04-19,B,422.0,1,,weekend,11184.98
2023-05-09,B,587.0,0,rainy,weekend,11716.71
2023-01-10,B,550.0,1,sunny,weekday,13173.98
2023-02-16,A,452.0,1,snowy,weekday,9532.98
2023-05-03,C,215.0,0,snowy,holiday,3119.27
2023-02-28,C,112.0,0,,holiday,390.17
2023-04-06,B,419.0,0,snowy,weekend,7832.78
2023-04-13,B,264.0,1,,holiday,6332.84
2023-05-04,A,819.0,0,sunny,holiday,16216.56
2023-03-27,A,184.0,0,sunny,weekday,2857.78
2023-05-26,B,347.0,0,sunny,weekend,6729.19
2023-04-22,A,531.0,1,snowy,,11452.9
2023-06-23,A,667.0,,,,14732.71
2023-06-09,B,783.0,1,rainy,weekday,18030.82
2023-01-27,B,752.0,0,sunny,weekday,16485.61
2023-01-18,B,743.0,1,sunny,weekday,17823.86
2023-06-16,B,578.0,1,rainy,weekend,14894.84
2023-06-26,C,812.0,1,rainy,,18334.45
2023-03-23,C,467.0,1,snowy,,12051.52
2023-06-21,B,900.0,0,sunny,,19225.54
2023-03-13,A,920.0,0,snowy,weekday,17233.78
2023-02-23,B,456.0,0,sunny,holiday,12207.31
2023-06-11,C,507.0,,snowy,weekday,9909.06
2023-03-12,A,444.0,1,snowy,,10384.66
2023-06-13,C,278.0,1,rainy,weekday,5315.12
2023-05-26,B,524.0,1,,weekday,10743.8
2023-02-07,C,640.0,1,,weekday,14705.57
2023-05-17,C,542.0,0,,weekday,9153.56
2023-06-28,C,918.0,0,sunny,weekend,18438.07
2023-02-04,A,405.0,,rainy,weekday,8734.57
2023-03-23,C,466.0,,rainy,weekday,7840.67
2023-05-13,A,135.0,1,rainy,,2766.94
2023-05-22,B,562.0,1,sunny,holiday,15517.55
2023-06-07,B,720.0,0,snowy,,13042.95
2023-01-04,C,927.0,0,snowy,holiday,17767.08
2023-06-16,A,245.0,1,,,7313.41
2023-06-02,B,887.0,1,,,22199.39
2023-06-05,A,245.0,1,sunny,weekend,6610.58
2023-05-30,A,479.0,1,sunny,holiday,15895.66
2023-06-08,C,267.0,0,,,7077.03
2023-01-23,C,868.0,0,snowy,,15641.2
2023-02-17,A,374.0,,snowy,holiday,7946.22
2023-05-28,A,186.0,0,rainy,weekend,2791.08
2023-05-05,C,253.0,1,,holiday,4659.62
2023-06-15,A,596.0,1,,weekend,16360.7
2023-02-24,C,896.0,1,snowy,weekend,20168.92
2023-03-09,A,414.0,,rainy,weekday,8402.16
2023-03-29,C,930.0,0,,weekend,21785.1
2023-01-01,A,709.0,1,snowy,weekday,14264.05
2023-05-15,C,822.0,0,snowy,weekday,12744.76
2023-04-05,A,659.0,0,snowy,weekend,11587.17
2023-05-20,B,929.0,1,rainy,holiday,25116.72
2023-04-16,B,373.0,0,rainy,weekday,8274.79
2023-05-13,A,805.0,,snowy,weekday,15217.82
2023-04-18,B,863.0,1,rainy,weekday,20769.71
2023-06-27,A,894.0,0,rainy,weekend,17852.1
2023-02-11,A,361.0,0,rainy,holiday,7674.17
2023-04-12,B,586.0,0,rainy,weekend,12871.71
2023-05-04,A,553.0,1,sunny,,13180.82
2023-05-20,C,542.0,1,,weekday,13591.64
2023-04-13,A,361.0,1,,,7870.41
2023-05-26,A,642.0,0,rainy,,12539.24
2023-03-15,B,204.0,0,snowy,weekday,3688.39
2023-04-18,C,449.0,0,,,11566.42
2023-05-02,A,923.0,1,rainy,weekday,20517.29
2023-01-17,A,537.0,0,,weekday,11677.45
2023-03-12,A,268.0,0,snowy,holiday,4799.21
2023-03-03,A,847.0,0,rainy,weekend,17720.01
2023-02-10,A,885.0,1,snowy,holiday,22645.11
2023-04-29,A,442.0,1,,holiday,11836.67
2023-06-11,C,329.0,1,sunny,weekend,7553.13
2023-02-14,C,122.0,1,snowy,weekday,1794.1
2023-02-27,A,775.0,1,rainy,weekday,18506.14
2023-06-28,A,380.0,0,rainy,,6533.19
2023-05-06,B,618.0,0,snowy,weekday,10916.81
2023-06-11,C,821.0,1,sunny,,19283.58
2023-02-13,C,352.0,0,,weekend,7925.28
2023-01-15,A,503.0,0,,weekend,9625.73
2023-03-19,C,232.0,0,,holiday,4645.87
2023-03-11,C,373.0,0,,weekend,9214.65
2023-06-27,B,717.0,0,,,14488.29
2023-04-11,B,331.0,1,rainy,weekday,8579.03
2023-06-09,C,644.0,0,rainy,weekday,11328.5
2023-01-03,C,178.0,0,snowy,weekday,3453.23
2023-03-27,C,134.0,0,snowy,weekday,2800.09
2023-03-15,A,594.0,1,,holiday,15272.86
2023-02-20,B,209.0,1,,weekday,5286.0
2023-03-08,A,420.0,0,,,7979.15
2023-03-17,B,674.0,1,sunny,holiday,18834.24
2023-04-03,B,427.0,0,snowy,holiday,7144.75
2023-06-25,B,908.0,1,rainy,holiday,22624.74
2023-05-25,C,789.0,1,,weekend,19248.49
2023-01-07,B,483.0,1,snowy,holiday,10815.32
2023-01-13,A,463.0,1,sunny,,10949.4
2023-04-30,B,331.0,0,sunny,weekday,7132.98
2023-03-07,A,715.0,1,,weekend,18865.46
2023-01-04,B,513.0,0,rainy,weekday,9831.46
2023-05-18,B,393.0,,snowy,weekday,6195.42
2023-03-29,C,646.0,0,rainy,weekend,12865.26
2023-01-17,A,805.0,0,,,17356.54
2023-02-21,B,273.0,0,,weekend,6043.0
2023-05-14,B,491.0,0,sunny,holiday,11693.84
2023-03-10,A,201.0,1,sunny,weekend,4745.61
2023-05-17,B,935.0,1,snowy,holiday,22666.71
2023-01-21,C,392.0,0,,weekday,8361.43
2023-01-24,A,184.0,0,,weekend,2878.77
2023-01-04,C,300.0,1,snowy,weekend,6973.45
2023-06-01,A,784.0,0,rainy,,15073.6
2023-01-03,A,640.0,1,sunny,weekday,15609.58
2023-03-09,A,396.0,1,,weekend,9507.93
2023-04-11,B,155.0,0,,weekday,2449.77
2023-06-17,A,571.0,0,rainy,holiday,10494.07
2023-06-25,A,115.0,1,rainy,weekday,2994.75
2023-02-23,A,751.0,0,rainy,,15061.68
2023-02-04,C,165.0,0,sunny,weekend,2934.76
2023-02-25,A,758.0,1,snowy,weekday,19518.81
2023-04-18,B,769.0,0,,weekday,14621.49
2023-02-09,A,571.0,0,sunny,weekend,11212.23
2023-03-09,A,680.0,1,rainy,weekday,16881.23
2023-02-15,C,122.0,,,weekday,3060.95
2023-03-19,B,801.0,1,,holiday,22764.39
2023-05-21,B,859.0,0,sunny,weekend,19163.93
2023-06-04,B,585.0,0,rainy,holiday,11252.78
2023-01-06,A,514.0,1,rainy,weekday,12561.82
2023-01-17,A,920.0,0,snowy,,15300.64
2023-06-13,,987.0,0,rainy,holiday,21741.83
2023-04-09,B,756.0,1,sunny,,19895.54
2023-03-22,C,995.0,0,snowy,weekday,18849.1
2023-01-02,B,404.0,0,snowy,,7224.56
2023-03-18,A,276.0,0,snowy,holiday,6481.68
2023-06-29,A,294.0,1,snowy,holiday,7442.69
2023-03-07,A,112.0,0,snowy,weekend,3423.88
2023-02-21,C,975.0,0,sunny,,19191.19
2023-04-02,B,265.0,0,,weekday,4977.05
2023-06-20,A,249.0,1,rainy,weekend,6636.01
2023-01-22,C,440.0,1,,weekend,10224.85
2023-04-21,C,656.0,0,,weekday,12883.37
2023-04-17,A,273.0,1,rainy,weekend,6757.14
2023-03-08,C,266.0,0,rainy,weekday,3784.26
2023-05-20,C,808.0,0,,weekday,16258.83
2023-03-10,A,817.0,1,rainy,weekend,20867.41
2023-03-25,C,693.0,1,snowy,holiday,17979.73
2023-04-13,A,679.0,0,rainy,weekday,11477.93
2023-02-08,A,196.0,1,rainy,weekend,5898.45
2023-01-13,C,778.0,1,snowy,weekday,15636.11
2023-02-10,A,503.0,,snowy,weekday,8237.89
2023-02-26,A,176.0,1,snowy,weekday,5797.47
2023-01-12,B,336.0,,rainy,holiday,7183.27
2023-01-13,A,807.0,1,snowy,weekend,18077.6
2023-04-30,B,390.0,0,snowy,weekend,6083.56
2023-04-07,B,,1,sunny,weekday,4608.66
2023-02-26,B,919.0,1,sunny,weekday,22027.83
2023-02-09,B,907.0,1,rainy,holiday,24713.53
2023-04-28,C,988.0,0,snowy,weekday,18277.11
2023-03-21,C,980.0,1,rainy,weekday,24289.05
2023-05-08,A,466.0,1,sunny,holiday,11650.69
2023-06-22,A,647.0,1,sunny,weekend,14891.05
2023-02-04,A,347.0,0,snowy,holiday,7503.23
2023-01-03,C,865.0,1,rainy,weekend,21507.04
2023-04-30,B,,1,sunny,,7028.91
2023-01-05,C,863.0,0,,weekday,18255.69
2023-01-11,C,169.0,,snowy,holiday,4631.82
2023-05-06,A,845.0,0,rainy,weekday,17692.55
2023-03-12,A,428.0,1,,weekend,10152.32
2023-04-27,A,115.0,1,snowy,weekday,3693.84
2023-05-18,B,586.0,0,snowy,weekday,10898.68
2023-04-16,B,273.0,1,sunny,holiday,6822.59
2023-04-26,C,798.0,1,rainy,weekday,
2023-06-11,B,905.0,1,sunny,holiday,23914.0
2023-03-08,A,836.0,1,,weekday,20272.25
2023-01-31,B,373.0,0,,,8363.33
2023-03-16,B,623.0,1,,holiday,16455.69
2023-03-12,B,921.0,0,,weekend,19767.66
2023-03-07,B,318.0,0,,holiday,6447.46
2023-03-11,A,612.0,0,rainy,holiday,12972.37
2023-02-10,A,498.0,1,rainy,,12061.53
2023-06-09,C,210.0,1,snowy,,3862.3
2023-01-20,C,563.0,1,snowy,holiday,14139.65
2023-06-27,C,,1,rainy,weekday,20590.39
2023-06-02,B,740.0,1,snowy,,15789.33
2023-05-20,B,192.0,1,sunny,,3686.11
2023-02-08,A,550.0,0,rainy,weekday,9402.45
2023-05-25,C,495.0,1,sunny,weekday,11768.39
2023-02-14,A,991.0,0,,,20394.2
2023-05-19,C,650.0,1,,,14886.17
2023-03-11,C,578.0,0,snowy,weekday,10479.16
2023-05-05,C,415.0,1,rainy,weekday,10212.27
2023-05-31,B,770.0,0,,holiday,18040.56
2023-04-01,C,797.0,0,snowy,holiday,15241.05
2023-03-11,C,452.0,0,sunny,weekday,9202.68
2023-06-15,B,867.0,1,rainy,weekday,19493.71
2023-05-10,C,338.0,0,snowy,weekday,4912.1
2023-03-25,B,203.0,0,,weekend,4643.56
2023-03-30,B,977.0,0,sunny,weekday,21608.62
2023-03-20,A,128.0,0,sunny,,3220.34
2023-04-23,B,188.0,1,snowy,weekday,3136.09
2023-04-03,B,474.0,1,rainy,weekday,10186.02
2023-03-13,B,496.0,,snowy,weekday,9482.33
2023-06-14,C,662.0,1,,weekday,17270.77
2023-02-18,A,463.0,1,rainy,weekend,11600.68
2023-02-21,C,246.0,1,,,5939.35
2023-02-02,B,413.0,1,sunny,weekday,10847.25
2023-01-22,B,647.0,1,sunny,holiday,16657.97
2023-04-24,A,895.0,0,,,18927.44
2023-05-13,A,551.0,1,,holiday,15541.58
2023-01-18,B,998.0,1,sunny,holiday,26557.91
2023-06-15,B,605.0,1,snowy,weekday,13536.57
2023-04-28,C,585.0,1,snowy,,16285.83
2023-04-27,B,200.0,,snowy,weekend,3502.64
2023-02-06,C,206.0,,,weekday,4683.02
2023-03-05,A,956.0,1,,holiday,27207.78
2023-05-18,C,390.0,1,sunny,,9942.31
2023-03-20,B,448.0,0,rainy,weekday,8130.13
2023-06-19,C,716.0,0,snowy,,12232.81
2023-05-03,C,832.0,0,snowy,weekday,14818.82
2023-06-25,A,687.0,1,snowy,weekend,16095.46
2023-02-13,C,326.0,0,sunny,weekend,8184.75
2023-03-23,B,695.0,0,rainy,weekend,15461.37
2023-03-28,C,687.0,0,rainy,holiday,16251.0
2023-01-16,C,860.0,0,rainy,holiday,17607.29
2023-02-23,C,866.0,1,snowy,weekend,21451.09
2023-04-12,B,149.0,0,,,3259.2
2023-06-12,C,967.0,1,snowy,weekday,20786.74
2023-04-08,B,821.0,0,rainy,holiday,15608.04
2023-06-05,C,257.0,0,sunny,weekday,4817.29
2023-01-02,A,427.0,1,rainy,weekday,10006.31
2023-04-04,A,844.0,,snowy,holiday,15825.97
2023-05-21,A,982.0,1,,weekend,27075.85
2023-06-18,B,176.0,0,rainy,,4757.38
2023-02-28,B,834.0,,,weekday,16493.12
2023-03-10,B,732.0,1,rainy,weekday,18839.01
2023-04-29,C,553.0,1,,holiday,15675.81
2023-04-02,B,409.0,0,,,6217.87
2023-02-14,B,426.0,0,rainy,weekend,6472.51
2023-05-28,B,607.0,1,sunny,weekday,15516.04
2023-01-24,B,952.0,1,snowy,weekday,21281.15
2023-04-01,A,969.0,1,snowy,weekday,20963.73
2023-04-04,C,206.0,0,rainy,weekday,4328.84
2023-02-27,A,340.0,1,,holiday,11757.46
2023-06-04,C,534.0,0,snowy,weekday,9676.12
2023-06-03,C,127.0,1,,weekend,2888.61
2023-05-08,A,803.0,0,sunny,weekend,16127.22
2023-01-07,B,348.0,1,rainy,holiday,7853.52
2023-06-19,A,463.0,0,sunny,weekday,10074.6
2023-02-16,C,824.0,1,,weekday,20173.3
2023-02-22,C,632.0,0,,weekend,13127.77
2023-02-07,B,571.0,1,rainy,,13172.84
2023-02-22,A,766.0,0,,holiday,18616.77
2023-05-23,C,638.0,,rainy,weekend,11311.61
2023-06-03,A,688.0,,rainy,,13723.36
2023-02-17,B,917.0,1,sunny,,23795.26
2023-04-05,B,512.0,,snowy,weekend,8979.33
2023-05-27,C,668.0,0,snowy,holiday,13826.46
2023-05-17,B,730.0,,,,14430.23
2023-03-05,C,264.0,0,snowy,,5484.8
2023-04-03,C,675.0,0,,weekday,12530.78
2023-05-05,B,147.0,0,snowy,weekday,2888.54
2023-06-28,B,761.0,,sunny,weekday,15292.57
2023-02-08,A,583.0,1,snowy,,13605.4
2023-01-04,A,257.0,1,,,4043.24
2023-05-06,C,767.0,,,holiday,16083.58
2023-01-03,A,250.0,1,snowy,weekday,6152.1
2023-03-05,C,324.0,1,rainy,weekday,9358.78
2023-01-29,B,359.0,0,sunny,weekday,8227.7
2023-04-26,B,486.0,1,rainy,weekday,11926.1
2023-01-11,A,355.0,,snowy,weekday,5627.21
2023-04-07,C,160.0,,rainy,holiday,3655.89
2023-04-12,C,963.0,0,snowy,holiday,19647.08
2023-06-04,A,871.0,0,,weekend,20160.91
2023-01-21,C,932.0,0,rainy,weekday,16867.07
2023-02-08,C,495.0,0,sunny,weekday,9521.27
2023-04-12,B,496.0,0,rainy,weekday,11333.97
2023-02-15,C,261.0,1,,holiday,6959.01
2023-03-07,C,479.0,1,,weekday,12465.52
2023-04-01,C,542.0,,,weekend,
2023-06-13,A,448.0,0,rainy,,8186.76
2023-04-21,A,130.0,0,,weekend,3071.3
2023-03-23,A,170.0,0,,,3019.5
2023-05-03,C,496.0,0,rainy,holiday,10555.92
2023-04-09,C,537.0,0,rainy,weekday,10445.69
2023-02-04,A,101.0,0,snowy,holiday,2070.06
2023-06-08,A,661.0,,rainy,weekday,11846.91
2023-06-05,C,234.0,0,,,5508.26
2023-04-13,C,245.0,1,sunny,weekday,6306.29
2023-05-09,B,278.0,1,,,6284.38
2023-01-25,A,363.0,1,,weekday,8269.61
2023-02-12,C,410.0,1,,,9219.6
2023-03-25,A,303.0,1,rainy,weekday,8340.9
2023-02-20,A,910.0,1,sunny,,22036.72
2023-05-10,A,798.0,1,,weekend,19992.06
2023-05-06,B,129.0,0,rainy,weekday,1511.43
2023-03-10,C,158.0,0,snowy,weekend,1106.49
2023-01-09,C,108.0,1,sunny,holiday,5394.13
2023-01-02,A,423.0,0,sunny,weekday,8548.93
2023-06-11,C,266.0,1,rainy,,5476.16
2023-06-08,B,436.0,1,snowy,weekend,9975.38
2023-01-10,A,478.0,0,,weekend,8718.54
2023-04-24,B,997.0,1,snowy,,22598.48
2023-03-17,B,890.0,1,sunny,weekday,22098.58
2023-06-13,C,802.0,1,rainy,holiday,22115.96
2023-03-26,C,341.0,1,snowy,holiday,7747.67
2023-02-18,B,889.0,1,,holiday,24845.1
2023-03-11,C,765.0,1,snowy,,17229.2
2023-06-26,B,259.0,1,snowy,weekend,5309.14
2023-05-11,B,876.0,0,rainy,holiday,18684.24
2023-05-13,A,334.0,0,rainy,weekend,6583.24
2023-03-31,B,552.0,0,sunny,holiday,13239.11
2023-01-26,B,957.0,0,rainy,holiday,20421.62
2023-03-13,C,298.0,0,snowy,weekday,4932.58
2023-01-05,A,576.0,,,,12408.96
2023-01-15,C,132.0,1,sunny,weekday,3589.41
2023-05-03,A,507.0,1,rainy,weekend,12124.36
2023-05-24,C,188.0,1,snowy,weekend,5336.07
2023-01-01,B,706.0,0,snowy,,13488.65
2023-05-24,A,320.0,0,sunny,holiday,6045.65
2023-06-14,A,168.0,,sunny,,2632.35
2023-01-03,A,393.0,0,rainy,holiday,8343.31
2023-06-29,A,336.0,1,rainy,weekday,7644.0
2023-02-16,C,259.0,0,,weekday,4857.04
2023-04-05,C,931.0,0,sunny,,17825.54
2023-01-13,A,939.0,0,sunny,weekday,18952.22
2023-04-30,A,887.0,1,snowy,weekday,20157.56
2023-02-24,A,389.0,1,,weekend,8707.77
2023-05-29,C,978.0,1,rainy,holiday,25146.6
2023-03-07,A,653.0,1,,weekday,15761.94
2023-06-04,A,677.0,,,weekday,13816.97
2023-06-15,A,632.0,1,snowy,weekend,15471.14
2023-03-31,C,434.0,1,sunny,holiday,12730.78
2023-03-03,B,681.0,0,sunny,weekend,13912.25
2023-04-12,B,872.0,1,sunny,weekday,22335.24
2023-06-23,C,601.0,1,rainy,holiday,14133.25
2023-05-19,B,345.0,0,sunny,,8232.1
2023-01-08,A,422.0,0,,,7745.26
2023-04-07,A,846.0,0,,weekend,16351.31
2023-04-27,C,883.0,0,sunny,,16971.08
2023-03-05,C,710.0,1,,holiday,21116.07
2023-01-21,B,428.0,1,rainy,weekday,10768.24
2023-04-25,B,646.0,,sunny,weekday,14710.43
2023-03-26,A,438.0,1,rainy,,10688.47
2023-01-20,C,270.0,1,sunny,weekday,8107.01
2023-01-08,B,209.0,0,rainy,weekday,3630.72
2023-02-27,B,906.0,1,rainy,weekday,20275.63
2023-02-15,A,109.0,1,rainy,,2936.37
2023-01-31,A,301.0,1,,,7599.43
2023-04-03,A,356.0,1,rainy,,8930.32
2023-01-09,A,361.0,1,snowy,holiday,9758.69
2023-01-15,B,792.0,0,rainy,weekday,15430.17
2023-04-04,C,529.0,1,rainy,weekend,13097.23
2023-06-03,C,606.0,1,rainy,holiday,15780.49
2023-05-18,A,165.0,1,rainy,holiday,4813.92
2023-01-29,A,905.0,0,sunny,,16636.65
2023-03-21,B,772.0,0,,,14737.99
2023-02-05,A,678.0,1,,holiday,20953.75
2023-03-25,C,711.0,1,,,17297.91
2023-04-19,A,688.0,0,sunny,weekday,14437.56
2023-04-28,C,134.0,1,rainy,holiday,3089.16
2023-02-06,A,656.0,0,rainy,holiday,13496.74
2023-03-27,A,761.0,0,,holiday,14353.03
2023-03-12,C,590.0,1,snowy,,13836.36
2023-05-31,B,679.0,1,rainy,holiday,17177.76
2023-06-18,B,353.0,1,rainy,weekend,6776.5
2023-04-03,A,116.0,0,rainy,weekend,913.4
2023-03-21,A,360.0,0,sunny,weekday,7309.15
2023-04-12,C,824.0,0,rainy,holiday,16503.36
2023-06-05,,924.0,0,,holiday,19434.14
2023-06-25,A,355.0,1,rainy,,8020.64
2023-06-15,C,827.0,0,,weekday,13406.47
2023-06-08,B,962.0,,snowy,weekday,15862.65
2023-01-14,B,523.0,1,sunny,holiday,15086.74
2023-04-27,C,600.0,1,snowy,weekday,13963.5
2023-03-14,C,385.0,,rainy,weekend,8239.29
2023-04-01,C,106.0,0,snowy,holiday,2700.6
2023-03-31,B,596.0,0,rainy,holiday,12913.6
2023-01-29,A,991.0,1,,weekday,26213.4
2023-06-28,C,298.0,0,rainy,weekday,6233.26
2023-02-18,C,702.0,,sunny,weekday,14076.71
2023-06-20,C,758.0,,snowy,holiday,16533.09
2023-03-13,A,517.0,,rainy,holiday,11364.18
2023-05-13,C,761.0,,,,15793.84
2023-02-11,C,151.0,1,snowy,weekend,3093.75
2023-05-15,B,342.0,1,sunny,,8581.79
2023-02-11,C,318.0,0,rainy,,4958.65
2023-06-13,B,617.0,1,sunny,weekend,14606.09
2023-04-15,,208.0,0,,holiday,2685.98
2023-01-27,C,450.0,1,snowy,weekday,9926.31
2023-02-27,C,165.0,,snowy,weekend,4411.65
2023-02-15,B,109.0,0,snowy,weekday,2353.23
2023-03-07,A,301.0,0,,holiday,7576.12
2023-01-25,A,893.0,1,rainy,weekend,21405.41
2023-03-14,B,313.0,1,rainy,weekend,8107.03
2023-04-27,A,167.0,1,rainy,weekend,6192.42
2023-06-04,A,858.0,1,sunny,weekday,22248.82
2023-05-09,A,965.0,1,,,23750.94
2023-03-28,A,426.0,0,snowy,,6143.91
2023-03-15,A,149.0,1,,weekend,2532.25
2023-06-19,A,116.0,1,,weekend,3734.45
2023-06-29,A,622.0,0,,,12660.84
2023-06-02,A,920.0,0,snowy,weekday,18177.13
2023-05-05,C,405.0,1,snowy,holiday,10087.8
2023-03-08,B,491.0,,sunny,,8335.42
2023-01-06,A,223.0,1,,weekend,5614.73
2023-05-05,B,603.0,,rainy,weekday,11497.43
2023-02-27,A,324.0,0,sunny,weekday,6094.96
2023-03-11,A,855.0,,snowy,weekend,16156.49
2023-02-22,C,417.0,0,snowy,weekday,7841.61
2023-03-07,B,572.0,1,sunny,weekday,12273.66
2023-02-27,B,943.0,0,rainy,,17279.34
2023-03-23,C,990.0,1,,weekday,26012.05
2023-03-28,C,957.0,0,,holiday,22827.78
2023-01-02,B,640.0,0,rainy,,10947.38
2023-05-30,A,457.0,0,,weekend,8258.57
2023-02-06,A,582.0,0,snowy,weekday,11163.18
2023-05-28,B,968.0,0,sunny,,21386.96
2023-04-13,A,977.0,1,rainy,weekday,23412.54
2023-01-24,C,976.0,0,sunny,weekend,20610.27
2023-04-22,C,528.0,0,,weekday,9851.28
2023-03-06,C,896.0,0,,weekday,18932.76
2023-05-09,B,596.0,0,snowy,weekend,10978.28
2023-04-27,B,571.0,1,snowy,weekend,14973.41
2023-04-26,B,670.0,1,,weekday,17110.64
2023-04-15,A,754.0,1,,weekday,19109.03
2023-01-03,B,937.0,0,snowy,weekday,16125.97
2023-02-15,B,963.0,1,snowy,,20959.45
2023-02-24,C,399.0,1,rainy,weekend,9333.67
2023-03-16,A,837.0,0,snowy,holiday,16480.69
2023-02-14,A,775.0,0,rainy,weekday,15774.96
2023-06-03,C,183.0,0,rainy,weekday,4257.79
2023-03-18,A,476.0,0,sunny,weekend,9502.66
2023-01-24,B,412.0,0,snowy,weekday,5533.16
2023-02-04,A,728.0,0,rainy,holiday,14457.7
2023-01-24,C,419.0,0,sunny,weekday,8533.61
2023-01-28,A,303.0,1,sunny,holiday,8587.3
2023-01-16,C,454.0,,snowy,weekday,9821.73
2023-02-28,B,393.0,1,snowy,,10130.08
2023-05-24,B,603.0,1,sunny,holiday,17456.16
2023-01-15,C,244.0,0,rainy,weekday,4019.01
2023-01-11,B,638.0,0,snowy,weekday,11737.57
2023-03-20,B,116.0,0,sunny,weekday,2833.19
2023-04-25,A,674.0,1,sunny,weekday,18167.83
2023-03-09,B,878.0,1,rainy,,
2023-02-12,C,675.0,1,,weekend,18654.44
2023-03-10,B,138.0,0,rainy,holiday,3506.65
2023-05-21,A,229.0,0,sunny,weekend,4274.71
2023-05-18,C,214.0,1,rainy,weekday,6321.03
2023-03-16,B,549.0,1,snowy,,10645.57
2023-04-13,B,144.0,0,sunny,weekday,5052.96
2023-02-10,B,315.0,1,rainy,,8731.85
2023-06-27,C,699.0,0,rainy,weekend,13751.45
2023-02-28,A,947.0,1,rainy,weekday,22089.41
